"","sample","PC1","PC2","PC3","pop","species.x","sample_ID","morpho_species","sex","species.y","locality","short_locality","lat","long","elevation"
"98","YY2150_236",1.75271651183152,0.99205833626345,0.0474256920904751,"YY2150","dichotomius_satanas","DI1-236-YY2150","Dichotomius-sp1","FEMALE","Dichotomius-satanas","Yanayacu","Yanayacu",-0.597508,-77.889419,2150
"99","YY2150_237",1.29044557027568,-0.381306728243277,0.104201104780029,"YY2150","dichotomius_satanas","DI1-237-YY2150","Dichotomius-sp1","FEMALE","Dichotomius-satanas","Yanayacu","Yanayacu",-0.597508,-77.889419,2150
"100","1575_041",-2.2543065460669,4.62879541770668,-7.75186547841675,"1575","deltochilum_speciocissimum","DE1-41-1575","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1575","1575",-0.651119,-77.827848,1575
"101","1700_042",0.841485558619994,1.77905177602062,-1.05654170508897,"1700","deltochilum_speciocissimum","DE1-42-1700","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1700","1700",-0.647834,-77.829188,1700
"102","1700_043",-13.7832502437732,9.85489728520812,3.28617887421828,"1700","deltochilum_speciocissimum","DE1-43-1700","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1700","1700",-0.647834,-77.829188,1700
"103","1700_044",-0.492258735322554,0.491525356174027,5.06401027158877,"1700","deltochilum_speciocissimum","DE1-44-1700","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1700","1700",-0.647834,-77.829188,1700
"104","1700_045",7.80981835293563,-1.89090942229258,-6.60000207093871,"1700","deltochilum_speciocissimum","DE1-45-1700","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1700","1700",-0.647834,-77.829188,1700
"105","1700_046",2.14849061057215,-4.57722968155194,2.75041488454613,"1700","deltochilum_speciocissimum","DE1-46-1700","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1700","1700",-0.647834,-77.829188,1700
"106","1825_047",-5.85566299043686,-12.1105659553915,-5.96958191538121,"1825","deltochilum_speciocissimum","DE1-47-1825","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1825","1825",-0.646252,-77.832514,1825
"107","1825_048",-5.38287144866837,-4.63278603329587,-9.76541678325479,"1825","deltochilum_speciocissimum","DE1-48-1825","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1825","1825",-0.646252,-77.832514,1825
"108","1825_049",-5.02811552317994,14.6542709802667,-7.65011232839645,"1825","deltochilum_speciocissimum","DE1-49-1825","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1825","1825",-0.646252,-77.832514,1825
"109","1825_050",-0.464954908210494,3.63324619680333,-0.45992999116139,"1825","deltochilum_speciocissimum","DE1-50-1825","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1825","1825",-0.646252,-77.832514,1825
"110","1825_051",-2.91173164074348,4.1943165037223,3.03573445700707,"1825","deltochilum_speciocissimum","DE1-51-1825","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1825","1825",-0.646252,-77.832514,1825
"111","1825_086",0.893332872946428,-0.987929823792172,0.392277861344533,"1825","deltochilum_speciocissimum","DE1-86-1825","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1825","1825",-0.646252,-77.832514,1825
"112","1950_052",3.58713330569251,-1.88187997059763,1.61451871401517,"1950","deltochilum_speciocissimum","DE1-52-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"113","1950_053",-11.0706046357014,-5.37937926589749,-0.436610950866231,"1950","deltochilum_speciocissimum","DE1-53-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"114","1950_054",-6.79482540363763,0.892023943549918,-0.516513751891636,"1950","deltochilum_speciocissimum","DE1-54-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"115","1950_055",4.03362500902605,-0.301491235457255,0.599639761154939,"1950","deltochilum_speciocissimum","DE1-55-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"116","1950_125",0.176833939021756,-0.613410043949301,2.58224512283582,"1950","deltochilum_speciocissimum","DE1-125-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"117","1950_126",-1.68209100762597,0.942438510475754,2.36076741797764,"1950","deltochilum_speciocissimum","DE1-126-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"118","1950_127",4.56489919800031,1.07271181885345,8.20736337542153,"1950","deltochilum_speciocissimum","DE1-127-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"119","1950_128",3.85076355952768,2.1494225911944,4.17409438769428,"1950","deltochilum_speciocissimum","DE1-128-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"120","1950_129",4.43706464843995,1.86548569641014,-0.680150226654835,"1950","deltochilum_speciocissimum","DE1-129-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"121","1950_130",2.22078668341378,-2.82249520982292,4.3613378935619,"1950","deltochilum_speciocissimum","DE1-130-1950","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-1950","1950",-0.639972,-77.838636,1950
"122","HU3_107",2.36813078355374,-0.782961103252168,1.2967053806229,"HU3","deltochilum_speciocissimum","DE1-107-HU3","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-3","HU-3",-0.635938,-77.840095,2025
"123","HU3_108",1.27775255541539,1.74297835891369,2.66437373223661,"HU3","deltochilum_speciocissimum","DE1-108-HU3","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-3","HU-3",-0.635938,-77.840095,2025
"124","HU3_109",2.99048100720275,-2.60254798195881,2.40859811368585,"HU3","deltochilum_speciocissimum","DE1-109-HU3","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-3","HU-3",-0.635938,-77.840095,2025
"125","HU3_110",1.53365894851193,-4.33822706016791,-0.630426637018488,"HU3","deltochilum_speciocissimum","DE1-110-HU3","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-3","HU-3",-0.635938,-77.840095,2025
"126","HU3_111",2.5372344928339,-1.84355718285734,0.578311252723633,"HU3","deltochilum_speciocissimum","DE1-111-HU3","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-3","HU-3",-0.635938,-77.840095,2025
"127","HU3_112",3.18305086036116,-0.749742540608254,0.740071529418823,"HU3","deltochilum_speciocissimum","DE1-112-HU3","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-3","HU-3",-0.635938,-77.840095,2025
"128","HU3_113",-2.35249424954121,-2.43382472325622,-2.22526258691063,"HU3","deltochilum_speciocissimum","DE1-113-HU3","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-3","HU-3",-0.635938,-77.840095,2025
"129","HU3_114",3.01071973883669,1.32947456260668,-1.22761355716441,"HU3","deltochilum_speciocissimum","DE1-114-HU3","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-3","HU-3",-0.635938,-77.840095,2025
"130","HU4_180",-7.79478990993032,-10.3110618393982,2.90842426681195,"HU4","deltochilum_speciocissimum","DE1-180-HU4","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-4","HU-4",-0.642829,-77.840526,1900
"131","HU4_181",2.84340806963932,1.28311221018165,4.69559536042173,"HU4","deltochilum_speciocissimum","DE1-181-HU4","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-4","HU-4",-0.642829,-77.840526,1900
"132","HU4_182",0.307490950391678,-0.147509640881502,5.85779889011256,"HU4","deltochilum_speciocissimum","DE1-182-HU4","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-4","HU-4",-0.642829,-77.840526,1900
"133","HU4_183",-2.54368931414426,-3.2150761776945,-1.55992638429772,"HU4","deltochilum_speciocissimum","DE1-183-HU4","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-4","HU-4",-0.642829,-77.840526,1900
"134","HU4_184",7.15260892851273,-1.13263248270286,-12.9017899617236,"HU4","deltochilum_speciocissimum","DE1-184-HU4","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-4","HU-4",-0.642829,-77.840526,1900
"135","HU4_185",0.665142060412321,1.20107334367985,1.80060214391575,"HU4","deltochilum_speciocissimum","DE1-185-HU4","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-4","HU-4",-0.642829,-77.840526,1900
"136","HU4_186",6.30055280901041,4.87991727811987,-5.94120571097861,"HU4","deltochilum_speciocissimum","DE1-186-HU4","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-4","HU-4",-0.642829,-77.840526,1900
"137","HU4_187",-0.217323095639557,2.98755084017745,-2.6191979503748,"HU4","deltochilum_speciocissimum","DE1-187-HU4","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-4","HU-4",-0.642829,-77.840526,1900
"138","HU4_189",-0.105495290255739,3.17292470476196,6.61308429920348,"HU4","deltochilum_speciocissimum","DE1-189-HU4","Deltochilum-sp1","UNK","Deltochilum-speciosissimum","HU-4","HU-4",-0.642829,-77.840526,1900
"139","1700_134",0.32545595799407,-0.728091133493461,1.07361841797291,"1700","deltochilum_tesselatum","DE2-134-1700","Deltochilum-sp2","UNK","Deltochilum-tessellatum","HU-1700","1700",-0.647834,-77.829188,1700
"140","1825_131",-2.02194511955897,-0.240901806565584,1.3214657809575,"1825","deltochilum_tesselatum","DE2-131-1825","Deltochilum-sp2","UNK","Deltochilum-tessellatum","HU-1825","1825",-0.646252,-77.832514,1825
"141","1825_135",-1.89447187701742,3.86625775805406,0.521674580196503,"1825","deltochilum_tesselatum","DE2-135-1825","Deltochilum-sp2","UNK","Deltochilum-tessellatum","HU-1825","1825",-0.646252,-77.832514,1825
"142","1825_136",-0.315650846901985,2.36242972785295,0.835354915454142,"1825","deltochilum_tesselatum","DE2-136-1825","Deltochilum-sp2","UNK","Deltochilum-tessellatum","HU-1825","1825",-0.646252,-77.832514,1825
"143","1950_122",0.477432528402599,4.02138205399638,6.65328130574441,"1950","deltochilum_tesselatum","DE2-122-1950","Deltochilum-sp2","UNK","Deltochilum-tessellatum","HU-1950","1950",-0.639972,-77.838636,1950
"144","1950_123",-0.564510935921885,-2.75236393075257,0.149377766696869,"1950","deltochilum_tesselatum","DE2-123-1950","Deltochilum-sp2","UNK","Deltochilum-tessellatum","HU-1950","1950",-0.639972,-77.838636,1950
"145","1950_124",-2.19637028323707,-5.40731343160289,1.02360499571909,"1950","deltochilum_tesselatum","DE2-124-1950","Deltochilum-sp2","UNK","Deltochilum-tessellatum","HU-1950","1950",-0.639972,-77.838636,1950
"146","HU4_190",-0.731602059718253,-2.71877815786765,0.174481154165433,"HU4","deltochilum_tesselatum","DE2-190-HU4","Deltochilum-sp2","UNK","Deltochilum-tessellatum","HU-4","HU-4",-0.642829,-77.840526,1900
"147","800_191",-1.5271095360104,0.596757980875234,-1.40200945480152,"800","dichotomius_podalirius","DI7-191-800","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-800","800",-0.940448,-77.890906,800
"148","800_192",2.02584059484665,-0.418974053072763,0.407056531018584,"800","dichotomius_podalirius","DI7-192-800","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-800","800",-0.940448,-77.890906,800
"149","800_193",-0.943558426237243,0.462766366412408,-0.738632486132042,"800","dichotomius_podalirius","DI7-193-800","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-800","800",-0.940448,-77.890906,800
"150","800_194",-2.34027214210557,-2.16850428018506,0.743923834860908,"800","dichotomius_podalirius","DI7-194-800","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-800","800",-0.940448,-77.890906,800
"151","800_195",1.85855976585983,-0.0108896491848657,-0.0763862504007667,"800","dichotomius_podalirius","DI7-195-800","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-800","800",-0.940448,-77.890906,800
"152","800_196",-1.52222545886419,0.751504995525546,0.917516224871859,"800","dichotomius_podalirius","DI7-196-800","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-800","800",-0.940448,-77.890906,800
"153","800_197",1.66265302241136,-0.0591291304497679,0.161991220670016,"800","dichotomius_podalirius","DI7-197-800","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-800","800",-0.940448,-77.890906,800
"154","800_198",-1.30217965216639,2.76314387166688,1.65913232750809,"800","dichotomius_podalirius","DI7-198-800","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-800","800",-0.940448,-77.890906,800
"155","800_199",-1.34855955907709,-1.06939975902322,0.391572993184795,"800","dichotomius_podalirius","DI7-199-800","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-800","800",-0.940448,-77.890906,800
"156","800_200",1.8506889589731,-0.0647896865308676,0.295419335150047,"800","dichotomius_podalirius","DI7-200-800","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-800","800",-0.940448,-77.890906,800
"157","925_201",0.0319230825488797,0.0713026071379308,-0.454611513736792,"925","dichotomius_podalirius","DI7-201-925","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC2-925","925",-0.938428,-77.89208,925
"158","925_202",1.55697233540141,-0.241884017649279,-0.234585576812752,"925","dichotomius_podalirius","DI7-202-925","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC2-925","925",-0.938428,-77.89208,925
"159","925_203",-0.562231186820092,0.130211157388806,-1.09699731420529,"925","dichotomius_podalirius","DI7-203-925","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC2-925","925",-0.938428,-77.89208,925
"160","925_204",1.9351737372987,0.269947809689742,-0.132821245722881,"925","dichotomius_podalirius","DI7-204-925","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC2-925","925",-0.938428,-77.89208,925
"161","925_205",-0.914267998404976,-0.0711901939678212,-1.03297766138028,"925","dichotomius_podalirius","DI7-205-925","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC2-925","925",-0.938428,-77.89208,925
"162","925_206",-1.28587205766729,0.893480913402357,-1.23734005281149,"925","dichotomius_podalirius","DI7-206-925","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC2-925","925",-0.938428,-77.89208,925
"163","CC1_207",-2.03131808919243,0.0806106091310503,1.87939727132198,"CC1","dichotomius_podalirius","DI7-207-CC1","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-730","730",-0.940448,-77.890906,730
"164","CC1_208",-0.750294205960708,-0.114678990897462,-0.419781544753543,"CC1","dichotomius_podalirius","DI7-208-CC1","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-730","730",-0.940448,-77.890906,730
"165","CC1_209",1.67171905227515,0.524391018470174,0.00821091368898334,"CC1","dichotomius_podalirius","DI7-209-CC1","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-730","730",-0.940448,-77.890906,730
"166","CC1_210",1.46282241237843,-0.396015943049183,0.224469832354047,"CC1","dichotomius_podalirius","DI7-210-CC1","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-730","730",-0.940448,-77.890906,730
"167","CC1_211",1.44731488383753,-0.811144897342344,0.39919813614556,"CC1","dichotomius_podalirius","DI7-211-CC1","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-730","730",-0.940448,-77.890906,730
"168","CC1_212",-2.04612540709376,-1.00567990149002,0.207673006094506,"CC1","dichotomius_podalirius","DI7-212-CC1","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-730","730",-0.940448,-77.890906,730
"169","CC1_213",-0.314399635436062,0.162519535924782,0.0692035489116992,"CC1","dichotomius_podalirius","DI7-213-CC1","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-730","730",-0.940448,-77.890906,730
"170","CC1_214",-0.0813975230376545,-1.1979625496232,-0.101428014720453,"CC1","dichotomius_podalirius","DI7-214-CC1","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-730","730",-0.940448,-77.890906,730
"171","CC1_215",1.70839021187936,0.380958284690341,0.968611010829806,"CC1","dichotomius_podalirius","DI7-215-CC1","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-730","730",-0.940448,-77.890906,730
"172","CC1_216",-0.24224717963655,0.542647902150603,-1.40580507113307,"CC1","dichotomius_podalirius","DI7-216-CC1","Dichotomius-sp7","UNK","Dichotomius-podalirius","CC1-730","730",-0.940448,-77.890906,730
"173","1050_142",-0.399657808626866,0.175331212509766,-0.318524748902585,"1050","eurysternus_affin","EU-142-1050","UNK","UNK","Eurysternus-affin-flocossus","CC3-1050","1050",-0.936895,-77.893471,1050
"174","1050_143",-0.44508658556235,0.175393454822801,0.742640423816195,"1050","eurysternus_affin","EU-143-1050","UNK","UNK","Eurysternus-affin-flocossus","CC3-1050","1050",-0.936895,-77.893471,1050
"175","1050_144",-0.954272860959629,0.888337346365426,0.861473758485811,"1050","eurysternus_affin","EU-144-1050","UNK","UNK","Eurysternus-affin-flocossus","CC3-1050","1050",-0.936895,-77.893471,1050
"176","1050_145",1.60400770985291,0.348279304983351,0.594446858893757,"1050","eurysternus_affin","EU-145-1050","UNK","UNK","Eurysternus-affin-flocossus","CC3-1050","1050",-0.936895,-77.893471,1050
"177","1050_147",0.40634596541724,0.0700665964828682,-0.49535899343324,"1050","eurysternus_affin","EU-147-1050","UNK","UNK","Eurysternus-affin-flocossus","CC3-1050","1050",-0.936895,-77.893471,1050
"178","1050_150",0.267819842317279,-3.17560628428333,1.60427176313675,"1050","eurysternus_affin","EU-150-1050","UNK","UNK","Eurysternus-affin-flocossus","CC3-1050","1050",-0.936895,-77.893471,1050
"179","1050_151",-2.0059332826615,-2.78442806428932,0.632555084399172,"1050","eurysternus_affin","EU-151-1050","UNK","UNK","Eurysternus-affin-flocossus","CC3-1050","1050",-0.936895,-77.893471,1050
"180","1175_139",-1.19147525369954,0.376975480132745,-1.45330450985639,"1175","eurysternus_affin","EU-139-1175","UNK","UNK","Eurysternus-affin-flocossus","CC4-1175","1175",-0.936686,-77.898191,1175
"181","1175_140",-0.776528636033869,2.11953613380908,-0.424767343349815,"1175","eurysternus_affin","EU-140-1175","UNK","UNK","Eurysternus-affin-flocossus","CC4-1175","1175",-0.936686,-77.898191,1175
"182","800_162",-0.357010415266269,0.214747903172072,-1.6248133721744,"800","eurysternus_affin","EU-162-800","UNK","UNK","Eurysternus-affin-flocossus","CC1-800","800",-0.940448,-77.890906,800
"183","800_164",-0.720437470718122,0.492469513820204,-1.04775763040001,"800","eurysternus_affin","EU-164-800","UNK","UNK","Eurysternus-affin-flocossus","CC1-800","800",-0.940448,-77.890906,800
"184","800_168",1.49504191904897,1.33012859640007,2.69638641646684,"800","eurysternus_affin","EU-168-800","UNK","UNK","Eurysternus-affin-flocossus","CC1-800","800",-0.940448,-77.890906,800
"185","800_170",-0.551789554442578,-0.676207337642398,0.0479222156265669,"800","eurysternus_affin","EU-170-800","UNK","UNK","Eurysternus-affin-flocossus","CC1-800","800",-0.940448,-77.890906,800
"186","925_152",2.58848302066024,-0.190437506978781,1.17439790652482,"925","eurysternus_affin","EU-152-925","UNK","UNK","Eurysternus-affin-flocossus","CC2-925","925",-0.938428,-77.89208,925
"187","925_153",-0.295055200744518,0.0131983033945947,0.129082267118728,"925","eurysternus_affin","EU-153-925","UNK","UNK","Eurysternus-affin-flocossus","CC2-925","925",-0.938428,-77.89208,925
"188","925_155",-0.82837431434242,0.0668604764409733,-1.22615590296254,"925","eurysternus_affin","EU-155-925","UNK","UNK","Eurysternus-affin-flocossus","CC2-925","925",-0.938428,-77.89208,925
"189","925_156",0.436755195248366,1.51599679165099,0.69390037746741,"925","eurysternus_affin","EU-156-925","UNK","UNK","Eurysternus-affin-flocossus","CC2-925","925",-0.938428,-77.89208,925
"190","925_157",-1.13877151693674,-0.998656789679509,0.229001380767963,"925","eurysternus_affin","EU-157-925","UNK","UNK","Eurysternus-affin-flocossus","CC2-925","925",-0.938428,-77.89208,925
"191","925_158",3.30167428611168,-1.09283807382823,-2.95512057912156,"925","eurysternus_affin","EU-158-925","UNK","UNK","Eurysternus-affin-flocossus","CC2-925","925",-0.938428,-77.89208,925
"192","925_159",0.182215716413402,-0.435975274400857,-0.0377663934450873,"925","eurysternus_affin","EU-159-925","UNK","UNK","Eurysternus-affin-flocossus","CC2-925","925",-0.938428,-77.89208,925
"193","925_160",-0.994009773273355,1.68611305255906,0.475620982949266,"925","eurysternus_affin","EU-160-925","UNK","UNK","Eurysternus-affin-flocossus","CC2-925","925",-0.938428,-77.89208,925
"194","925_161",0.37605901819767,-0.119284835441564,-0.298129962007659,"925","eurysternus_affin","EU-161-925","UNK","UNK","Eurysternus-affin-flocossus","CC2-925","925",-0.938428,-77.89208,925
